№,Файл,Название,Длина (мм),Ширина (мм),Высота (мм),Кол-во,Объём 1 шт (м³),Общий объём (м³),Масса (кг),Транспорт
245,data_for_algoritm_17369.json,Гофрокороб N15 (595х240х462),1200,800,2095,5,2.0112,10.06,1250.0,Фургон
246,data_for_algoritm_15161.json,23,4080,1710,2250,1,15.6978,15.7,3.22,Фургон
247,data_for_algoritm_16174.json,26303776 Connect Adj hanger w. eye 540-950mm,570,390,200,1,0.0445,0.04,1.0,Европаллета
248,data_for_algoritm_15160.json,Корм дкош KITEKAT вк гов в соусе 85г,385,98,143,1,0.0054,0.01,1.0,Европаллета
249,data_for_algoritm_15159.json,Корм дкош KITEKAT вк гов в соусе 85г,385,98,143,1,0.0054,0.01,1.0,Европаллета
250,data_for_algoritm_17168.json,УПАКОВКА БЫЛКИ ДВЕРЕЙ КАБИНЫ,2170,490,210,2,0.2233,0.45,60.0,Европаллета
251,data_for_algoritm_17210.json,11. (R13D) Упаковка освещения шахты,1420,660,860,1,0.806,0.81,80.0,Европаллета
252,data_for_algoritm_17289.json,11,1300,1000,1000,1,1.3,1.3,230.0,Европаллета
253,data_for_algoritm_15454.json,Смесь на 2е MAGGI дгречки 41г,120,130,155,1,0.0024,0.0,0.61,Европаллета
254,data_for_algoritm_15160.json,Корм дкош WHISKAS Рагу с телятиной 75г,385,98,143,1,0.0054,0.01,1.0,Европаллета
255,data_for_algoritm_17213.json,15. (R13D) Упаковка дверей шахты,2100,1150,1000,2,2.415,4.83,150.0,Фургон
256,data_for_algoritm_15216.json,89,241,181,157,1,0.0068,0.01,1.89,Европаллета
257,data_for_algoritm_15481.json,А138,2540,1640,1260,1,5.2487,5.25,635.0,Фургон
258,data_for_algoritm_15211.json,3,1600,1900,1500,1,4.56,4.56,358.0,Фургон
259,data_for_algoritm_15211.json,67,560,800,1400,2,0.6272,1.25,460.0,Европаллета
260,data_for_algoritm_15489.json,А341,10230,2830,3460,1,100.1701,100.17,5.55,Спецтранспорт
261,data_for_algoritm_16878.json,А89,1300,900,1000,1,1.17,1.17,480.0,Европаллета
262,data_for_algoritm_15403.json,Корм дкотят WHISKAS Рагу с ягненком 75г,385,98,143,1,0.0054,0.01,2.33,Европаллета
263,data_for_algoritm_15503.json,А166,3000,2200,1650,1,10.89,10.89,1.71,Фургон
264,data_for_algoritm_15079.json,корпус2,1200,400,70,1,0.0336,0.03,30.0,Европаллета
265,data_for_algoritm_15216.json,120,256,166,177,1,0.0075,0.01,3.56,Европаллета
266,data_for_algoritm_16900.json,КОНФЕТЫ KDV КРОКАНТ ВЕС,390,300,150,1,0.0175,0.02,5.42,Европаллета
267,data_for_algoritm_17234.json,кашпо,600,400,400,4,0.096,0.38,4.0,Европаллета
268,data_for_algoritm_16176.json,G35421503 Ecophon Focus Ds XL 1600x600x20mm Write Frost,2460,1270,2310,1,7.2169,7.22,11.0,Фургон
269,data_for_algoritm_15568.json,Лапша бп БИГ ЛАНЧ с гов в ост соусе 90г,185,500,400,1,0.037,0.04,3.1,Европаллета
270,data_for_algoritm_15483.json,А46,1030,540,500,1,0.2781,0.28,33.0,Европаллета
271,data_for_algoritm_16174.json,G35421506 Ecophon Focus Ds XL 2400x600x20mm non-standard NCS color,2460,1270,2340,4,7.3106,29.24,86.4,Фура 13.6 м
272,data_for_algoritm_15503.json,А43,1050,700,375,1,0.2756,0.28,122.0,Европаллета
273,data_for_algoritm_15571.json,Дез-т-антип NIVEA Нев Защ Черн Бел Спрей,278,98,190,1,0.0052,0.01,1.69,Европаллета
274,data_for_algoritm_16847.json,А76,1250,900,1600,1,1.8,1.8,135.0,Фургон
275,data_for_algoritm_15406.json,Печенье ЛЕНТА Венское 500г,200,153,60,2,0.0018,0.0,1.08,Европаллета
276,data_for_algoritm_16036.json,Вода АРКТИК пит.прир.н.газ.  2л,200,300,310,40,0.0186,0.74,112.0,Европаллета
277,data_for_algoritm_17078.json,7. Упаковка электропроводки №2 (до 65 м),1000,1000,400,2,0.4,0.8,140.0,Европаллета
278,data_for_algoritm_16176.json,G35421504 Ecophon Focus Ds XL 1800x600x20mm Write Frost,2280,1290,2310,3,6.7942,20.38,48.6,Фура 13.6 м
279,data_for_algoritm_15215.json,К55 216 ДУБ СФР,2200,175,250,30,0.0963,2.89,480.0,Фургон
280,data_for_algoritm_11834.json,153,289,163,261,2,0.0123,0.02,89.56,Европаллета
281,data_for_algoritm_17078.json,26.1. Упаковка обрамлений,2200,380,455,2,0.3804,0.76,100.0,Европаллета
282,data_for_algoritm_15275.json,колеса,1350,1350,350,39,0.6379,24.88,2223.0,Фура 13.6 м
283,data_for_algoritm_15215.json,К55 216 ДУБ СФР,3000,175,250,13,0.1313,1.71,182.0,Фургон
284,data_for_algoritm_17352.json,475х370х785,1200,870,2335,16,2.4377,39.0,16.0,Фура 13.6 м
285,data_for_algoritm_15483.json,А192,3240,1640,1260,1,6.6951,6.7,1.03,Фургон
286,data_for_algoritm_17212.json,19. (R13D) Упаковка грузов противовеса,800,1000,140,1,0.112,0.11,1000.0,Европаллета
287,data_for_algoritm_15406.json,"Корм дсоб PEDIGREE Говяд всех пор2,2кг",295,235,290,1,0.0201,0.02,6.68,Европаллета
288,data_for_algoritm_16544.json,ДВ КС 800Х800. КРЫШКИ 800Х800,1100,1200,1900,6,2.508,15.05,1500.0,Фургон
289,data_for_algoritm_15211.json,i,350,1500,2100,1,1.1025,1.1,3.0,Европаллета
290,data_for_algoritm_15503.json,А135,2350,800,700,1,1.316,1.32,322.0,Европаллета
291,data_for_algoritm_16657.json,Нижняя головка шатуна  с крепежом (сланцево-серый RAL 7015),460,400,80,356,0.0147,5.24,14240.0,Фура 13.6 м
292,data_for_algoritm_15941.json,G35421500 Focus Ds 1200x600,1250,1230,2140,7,3.2902,23.03,119.0,Фура 13.6 м
293,data_for_algoritm_15454.json,Кофе JACOBS Монарх классик нат мол 70г,262,192,160,1,0.008,0.01,1.02,Европаллета
294,data_for_algoritm_16954.json,Насос поверхностный «ДЖАМБО» 60 35 Ч,193,215,388,7,0.0161,0.11,67.2,Европаллета
295,data_for_algoritm_17370.json,Гофрокороб N2 (600х380х380),1200,800,2095,1,2.0112,2.01,250.0,Фургон
296,data_for_algoritm_16068.json,ОПАЛУБКА2,3300,500,30,19,0.0495,0.94,1767.0,Фургон
297,data_for_algoritm_17260.json,тортница,300,300,530,40,0.0477,1.91,200.0,Фургон
298,data_for_algoritm_11834.json,129,206,183,184,1,0.0069,0.01,44.78,Европаллета
299,data_for_algoritm_16026.json,7,1200,1900,1650,1,3.762,3.76,244.0,Фургон
300,data_for_algoritm_15324.json,SAP6600600335,1190,990,780,1,0.9189,0.92,79.0,Европаллета
301,data_for_algoritm_15406.json,Соус SEN SOY соев Классический столов 1л,260,180,260,1,0.0122,0.01,7.0,Европаллета
302,data_for_algoritm_15402.json,Корм PURINA ONE дкрасивой шерсти 750г,400,300,217,1,0.026,0.03,6.6,Европаллета
303,data_for_algoritm_15328.json,4,2800,700,800,1,1.568,1.57,250.0,Европаллета
304,data_for_algoritm_15453.json,"Молоко ЛЕНТА уп пит топлен 3,2% 950мл",301,236,224,1,0.0159,0.02,12.0,Европаллета
305,data_for_algoritm_15613.json,JamLab 6C,520,290,290,20,0.0437,0.87,150.0,Европаллета
306,data_for_algoritm_15916.json,Вода мин. ЭДЕЛЬВЕЙС леч-стол.газ.1.5L,280,188,336,1,0.0177,0.02,9.28,Европаллета
307,data_for_algoritm_15483.json,А150,2540,2540,1260,1,8.129,8.13,1.26,Спецтранспорт
308,data_for_algoritm_16410.json,ПС-63,7690,960,120,1,0.8859,0.89,525.0,Европаллета
